#6   2   1
 1.0 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000
 1.1 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000
 1.2 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000
 1.3 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000
 1.4 -45.3986 -45.3986 -45.3986 -45.3986 -45.3986 -45.3986 -45.3986 -45.3986 -45.3986 -45.3986 -45.3986 -45.3986 -45.3986
 1.5 -41.2794 -41.2794 -41.2794 -41.2794 -41.2794 -41.2794 -41.2794 -41.2794 -41.2794 -41.2794 -41.2794 -41.2794 -41.2794
 1.6 -37.9961 -37.9961 -37.9961 -37.9961 -37.9961 -37.9961 -37.9961 -37.9961 -37.9961 -37.9961 -37.9961 -37.9961 -37.9961
 1.7 -35.3770 -35.3770 -35.3770 -35.3770 -35.3770 -35.3770 -35.3770 -35.3770 -35.3770 -35.3770 -35.3770 -35.3770 -35.3770
 1.8 -33.2855 -33.2855 -33.2855 -33.2855 -33.2855 -33.2855 -33.2855 -33.2855 -33.2855 -33.2855 -33.2855 -33.2855 -33.2855
 1.9 -31.6132 -31.6132 -31.6132 -31.6132 -31.6132 -31.6132 -31.6132 -31.6132 -31.6132 -31.6132 -31.6132 -31.6132 -31.6132
 2.0 -20.565 -20.728 -21.027 -21.438 -21.905 -22.394 -22.891 -23.390 -23.890 -24.389 -24.889 -25.389 -25.889
 2.1 -20.530 -20.691 -20.987 -21.395 -21.862 -22.351 -22.847 -23.346 -23.846 -24.346 -24.846 -25.345 -25.845
 2.2 -20.512 -20.668 -20.959 -21.365 -21.830 -22.319 -22.815 -23.314 -23.814 -24.313 -24.813 -25.313 -25.813
 2.3 -20.505 -20.657 -20.942 -21.344 -21.808 -22.295 -22.792 -23.290 -23.790 -24.290 -24.790 -25.290 -25.790
 2.4 -20.509 -20.654 -20.932 -21.329 -21.791 -22.278 -22.774 -23.273 -23.772 -24.272 -24.772 -25.272 -25.772
 2.5 -20.521 -20.659 -20.928 -21.320 -21.779 -22.265 -22.761 -23.259 -23.759 -24.259 -24.759 -25.259 -25.759
 2.6 -20.539 -20.670 -20.930 -21.314 -21.770 -22.255 -22.751 -23.249 -23.749 -24.248 -24.748 -25.248 -25.748
 2.7 -20.563 -20.685 -20.935 -21.312 -21.764 -22.248 -22.743 -23.241 -23.741 -24.240 -24.740 -25.240 -25.740
 2.8 -20.591 -20.705 -20.943 -21.312 -21.760 -22.243 -22.737 -23.235 -23.735 -24.234 -24.734 -25.234 -25.734
 2.9 -20.622 -20.728 -20.955 -21.314 -21.758 -22.239 -22.733 -23.231 -23.730 -24.230 -24.730 -25.230 -25.730
 3.0 -20.656 -20.755 -20.969 -21.319 -21.757 -22.236 -22.729 -23.227 -23.726 -24.226 -24.726 -25.226 -25.726
 3.1 -20.683 -20.776 -20.981 -21.322 -21.757 -22.234 -22.727 -23.224 -23.723 -24.223 -24.723 -25.223 -25.723
 3.2 -20.712 -20.799 -20.995 -21.327 -21.757 -22.233 -22.725 -23.222 -23.721 -24.221 -24.721 -25.221 -25.721
 3.3 -20.743 -20.823 -21.010 -21.334 -21.759 -22.232 -22.723 -23.220 -23.719 -24.219 -24.719 -25.219 -25.719
 3.4 -20.774 -20.850 -21.027 -21.341 -21.760 -22.232 -22.722 -23.219 -23.718 -24.218 -24.718 -25.218 -25.718
 3.5 -20.807 -20.877 -21.045 -21.349 -21.763 -22.232 -22.721 -23.218 -23.717 -24.215 -24.713 -25.205 -25.680
 3.6 -20.840 -20.905 -21.064 -21.358 -21.766 -22.232 -22.719 -23.211 -23.697 -24.159 -24.558 -24.838 -24.985
 3.7 -20.874 -20.934 -21.084 -21.367 -21.765 -22.219 -22.680 -23.101 -23.423 -23.608 -23.689 -23.718 -23.728
 3.8 -20.902 -20.957 -21.095 -21.358 -21.722 -22.100 -22.396 -22.565 -22.637 -22.662 -22.671 -22.674 -22.675
 3.9 -20.893 -20.939 -21.052 -21.260 -21.508 -21.694 -21.787 -21.823 -21.835 -21.839 -21.841 -21.841 -21.841
 4.0 -20.768 -20.797 -20.865 -20.977 -21.083 -21.143 -21.168 -21.176 -21.179 -21.180 -21.180 -21.180 -21.180
 4.1 -20.492 -20.505 -20.534 -20.578 -20.616 -20.635 -20.642 -20.644 -20.645 -20.646 -20.646 -20.646 -20.646
 4.2 -20.143 -20.148 -20.159 -20.175 -20.189 -20.196 -20.199 -20.200 -20.200 -20.200 -20.200 -20.200 -20.200
 4.3 -19.792 -19.794 -19.798 -19.805 -19.810 -19.813 -19.814 -19.814 -19.815 -19.815 -19.815 -19.815 -19.815
 4.4 -19.464 -19.465 -19.467 -19.469 -19.472 -19.473 -19.474 -19.474 -19.474 -19.474 -19.474 -19.474 -19.474
 4.5 -19.169 -19.169 -19.170 -19.171 -19.173 -19.173 -19.173 -19.173 -19.174 -19.174 -19.174 -19.174 -19.174
 4.6 -18.912 -18.912 -18.913 -18.913 -18.914 -18.914 -18.914 -18.914 -18.914 -18.914 -18.914 -18.914 -18.914
 4.7 -18.696 -18.696 -18.696 -18.696 -18.697 -18.697 -18.697 -18.697 -18.697 -18.697 -18.697 -18.697 -18.697
 4.8 -18.519 -18.519 -18.519 -18.519 -18.519 -18.519 -18.520 -18.520 -18.520 -18.520 -18.520 -18.520 -18.520
 4.9 -18.378 -18.378 -18.378 -18.378 -18.378 -18.378 -18.378 -18.378 -18.378 -18.378 -18.378 -18.378 -18.378
 5.0 -18.268 -18.268 -18.268 -18.268 -18.268 -18.268 -18.268 -18.268 -18.268 -18.268 -18.268 -18.268 -18.268
 5.1 -18.184 -18.184 -18.184 -18.185 -18.185 -18.185 -18.185 -18.185 -18.185 -18.185 -18.185 -18.185 -18.185
 5.2 -18.123 -18.123 -18.123 -18.123 -18.123 -18.123 -18.123 -18.123 -18.123 -18.123 -18.123 -18.123 -18.123
 5.3 -18.079 -18.079 -18.079 -18.079 -18.080 -18.080 -18.080 -18.080 -18.080 -18.080 -18.080 -18.080 -18.080
 5.4 -18.050 -18.050 -18.050 -18.050 -18.050 -18.051 -18.051 -18.051 -18.051 -18.051 -18.051 -18.051 -18.051
 5.5 -18.033 -18.033 -18.033 -18.033 -18.033 -18.033 -18.033 -18.033 -18.033 -18.033 -18.033 -18.033 -18.033
 5.6 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025
 5.7 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025 -18.025
 5.8 -18.030 -18.030 -18.030 -18.030 -18.030 -18.030 -18.030 -18.030 -18.030 -18.030 -18.030 -18.030 -18.030
 5.9 -18.041 -18.041 -18.041 -18.041 -18.041 -18.041 -18.041 -18.041 -18.041 -18.041 -18.041 -18.041 -18.041
 6.0 -18.055 -18.055 -18.055 -18.055 -18.055 -18.055 -18.055 -18.055 -18.055 -18.055 -18.055 -18.055 -18.055
 6.1 -18.0905 -18.0905 -18.0905 -18.0905 -18.0905 -18.0905 -18.0905 -18.0905 -18.0905 -18.0905 -18.0905 -18.0905 -18.0905
 6.2 -18.1104 -18.1104 -18.1104 -18.1104 -18.1104 -18.1104 -18.1104 -18.1104 -18.1104 -18.1104 -18.1104 -18.1104 -18.1104
 6.3 -18.1321 -18.1321 -18.1321 -18.1321 -18.1321 -18.1321 -18.1321 -18.1321 -18.1321 -18.1321 -18.1321 -18.1321 -18.1321
 6.4 -18.1552 -18.1552 -18.1552 -18.1552 -18.1552 -18.1552 -18.1552 -18.1552 -18.1552 -18.1552 -18.1552 -18.1552 -18.1552
 6.5 -18.1794 -18.1794 -18.1794 -18.1794 -18.1794 -18.1794 -18.1794 -18.1794 -18.1794 -18.1794 -18.1794 -18.1794 -18.1794
 6.6 -18.2043 -18.2043 -18.2043 -18.2043 -18.2043 -18.2043 -18.2043 -18.2043 -18.2043 -18.2043 -18.2043 -18.2043 -18.2043
 6.7 -18.2299 -18.2299 -18.2299 -18.2299 -18.2299 -18.2299 -18.2299 -18.2299 -18.2299 -18.2299 -18.2299 -18.2299 -18.2299
 6.8 -18.2559 -18.2559 -18.2559 -18.2559 -18.2559 -18.2559 -18.2559 -18.2559 -18.2559 -18.2559 -18.2559 -18.2559 -18.2559
 6.9 -18.2822 -18.2822 -18.2822 -18.2822 -18.2822 -18.2822 -18.2822 -18.2822 -18.2822 -18.2822 -18.2822 -18.2822 -18.2822
 7.0 -18.3088 -18.3088 -18.3088 -18.3088 -18.3088 -18.3088 -18.3088 -18.3088 -18.3088 -18.3088 -18.3088 -18.3088 -18.3088
 7.1 -18.3356 -18.3356 -18.3356 -18.3356 -18.3356 -18.3356 -18.3356 -18.3356 -18.3356 -18.3356 -18.3356 -18.3356 -18.3356
 7.2 -18.3624 -18.3624 -18.3624 -18.3624 -18.3624 -18.3624 -18.3624 -18.3624 -18.3624 -18.3624 -18.3624 -18.3624 -18.3624
