#8   2   1 
 1.0 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000
 1.1 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000
 1.2 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000
 1.3 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000 -50.0000
 1.4 -45.3108 -45.3108 -45.3108 -45.3108 -45.3108 -45.3108 -45.3108 -45.3108 -45.3108 -45.3108 -45.3108 -45.3108 -45.3108
 1.5 -41.1916 -41.1916 -41.1916 -41.1916 -41.1916 -41.1916 -41.1916 -41.1916 -41.1916 -41.1916 -41.1916 -41.1916 -41.1916
 1.6 -37.9083 -37.9083 -37.9083 -37.9083 -37.9083 -37.9083 -37.9083 -37.9083 -37.9083 -37.9083 -37.9083 -37.9083 -37.9083
 1.7 -35.2892 -35.2892 -35.2892 -35.2892 -35.2892 -35.2892 -35.2892 -35.2892 -35.2892 -35.2892 -35.2892 -35.2892 -35.2892
 1.8 -33.1977 -33.1977 -33.1977 -33.1977 -33.1977 -33.1977 -33.1977 -33.1977 -33.1977 -33.1977 -33.1977 -33.1977 -33.1977
 1.9 -31.5255 -31.5255 -31.5255 -31.5255 -31.5255 -31.5255 -31.5255 -31.5255 -31.5255 -31.5255 -31.5255 -31.5255 -31.5255
 2.0 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000
 2.1 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000
 2.2 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000
 2.3 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000
 2.4 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000
 2.5 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000
 2.6 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000
 2.7 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000
 2.8 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000
 2.9 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000
 3.0 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000
 3.1 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000
 3.2 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000 -50.000
 3.3 -26.875 -26.875 -26.876 -26.881 -26.893 -26.927 -27.004 -27.165 -27.455 -27.858 -28.322 -28.808 -29.301
 3.4 -25.194 -25.194 -25.195 -25.199 -25.211 -25.242 -25.313 -25.465 -25.741 -26.135 -26.592 -27.070 -27.543
 3.5 -23.868 -23.868 -23.869 -23.873 -23.883 -23.912 -23.978 -24.119 -24.383 -24.764 -25.205 -25.651 -26.058
 3.6 -22.824 -22.824 -22.825 -22.828 -22.838 -22.863 -22.924 -23.056 -23.303 -23.664 -24.072 -24.447 -24.743
 3.7 -22.002 -22.002 -22.003 -22.006 -22.014 -22.038 -22.093 -22.214 -22.442 -22.772 -23.123 -23.402 -23.598
 3.8 -21.356 -21.356 -21.357 -21.359 -21.367 -21.388 -21.438 -21.547 -21.752 -22.040 -22.321 -22.514 -22.647
 3.9 -20.848 -20.848 -20.849 -20.851 -20.858 -20.876 -20.921 -21.018 -21.197 -21.440 -21.654 -21.788 -21.885
 4.0 -20.450 -20.450 -20.451 -20.453 -20.459 -20.475 -20.515 -20.601 -20.755 -20.955 -21.117 -21.212 -21.289
 4.1 -20.139 -20.139 -20.139 -20.141 -20.146 -20.161 -20.198 -20.274 -20.408 -20.573 -20.698 -20.771 -20.835
 4.2 -19.896 -19.896 -19.897 -19.898 -19.903 -19.917 -19.951 -20.022 -20.141 -20.281 -20.382 -20.441 -20.497
 4.3 -19.707 -19.707 -19.708 -19.709 -19.714 -19.728 -19.761 -19.828 -19.937 -20.060 -20.146 -20.195 -20.245
 4.4 -19.557 -19.557 -19.557 -19.559 -19.563 -19.577 -19.609 -19.674 -19.776 -19.886 -19.960 -20.002 -20.046
 4.5 -19.427 -19.427 -19.428 -19.429 -19.434 -19.447 -19.478 -19.539 -19.632 -19.728 -19.789 -19.824 -19.859
 4.6 -19.304 -19.304 -19.304 -19.305 -19.310 -19.321 -19.350 -19.405 -19.484 -19.561 -19.609 -19.635 -19.661
 4.7 -19.177 -19.177 -19.177 -19.178 -19.182 -19.192 -19.216 -19.262 -19.325 -19.383 -19.418 -19.436 -19.454
 4.8 -19.049 -19.049 -19.050 -19.050 -19.053 -19.061 -19.081 -19.117 -19.164 -19.207 -19.232 -19.245 -19.257
 4.9 -18.928 -18.928 -18.929 -18.929 -18.931 -18.938 -18.953 -18.981 -19.016 -19.048 -19.066 -19.075 -19.083
 5.0 -18.821 -18.821 -18.821 -18.822 -18.824 -18.828 -18.840 -18.861 -18.889 -18.912 -18.926 -18.933 -18.938
 5.1 -18.731 -18.731 -18.731 -18.732 -18.733 -18.737 -18.746 -18.762 -18.784 -18.802 -18.813 -18.818 -18.822
 5.2 -18.658 -18.658 -18.659 -18.659 -18.660 -18.663 -18.670 -18.683 -18.700 -18.715 -18.724 -18.728 -18.732
 5.3 -18.602 -18.602 -18.602 -18.603 -18.603 -18.606 -18.612 -18.622 -18.636 -18.649 -18.656 -18.660 -18.663
 5.4 -18.560 -18.560 -18.561 -18.561 -18.561 -18.563 -18.568 -18.577 -18.589 -18.600 -18.606 -18.609 -18.611
 5.5 -18.531 -18.531 -18.531 -18.531 -18.531 -18.533 -18.537 -18.544 -18.555 -18.564 -18.570 -18.573 -18.575
 5.6 -18.511 -18.511 -18.511 -18.511 -18.512 -18.513 -18.516 -18.523 -18.532 -18.540 -18.545 -18.548 -18.550
 5.7 -18.500 -18.500 -18.500 -18.500 -18.500 -18.501 -18.504 -18.510 -18.517 -18.525 -18.530 -18.532 -18.534
 5.8 -18.495 -18.495 -18.495 -18.495 -18.496 -18.496 -18.499 -18.504 -18.510 -18.517 -18.522 -18.524 -18.526
 5.9 -18.496 -18.496 -18.496 -18.496 -18.496 -18.497 -18.499 -18.503 -18.509 -18.516 -18.520 -18.522 -18.524
 6.0 -18.501 -18.501 -18.501 -18.501 -18.501 -18.502 -18.504 -18.507 -18.513 -18.519 -18.523 -18.525 -18.526
 6.1 -18.5540 -18.5540 -18.5540 -18.5540 -18.5540 -18.5540 -18.5540 -18.5540 -18.5540 -18.5540 -18.5540 -18.5540 -18.5540
 6.2 -18.5629 -18.5629 -18.5629 -18.5629 -18.5629 -18.5629 -18.5629 -18.5629 -18.5629 -18.5629 -18.5629 -18.5629 -18.5629
 6.3 -18.5743 -18.5743 -18.5743 -18.5743 -18.5743 -18.5743 -18.5743 -18.5743 -18.5743 -18.5743 -18.5743 -18.5743 -18.5743
 6.4 -18.5876 -18.5876 -18.5876 -18.5876 -18.5876 -18.5876 -18.5876 -18.5876 -18.5876 -18.5876 -18.5876 -18.5876 -18.5876
 6.5 -18.6026 -18.6026 -18.6026 -18.6026 -18.6026 -18.6026 -18.6026 -18.6026 -18.6026 -18.6026 -18.6026 -18.6026 -18.6026
 6.6 -18.6188 -18.6188 -18.6188 -18.6188 -18.6188 -18.6188 -18.6188 -18.6188 -18.6188 -18.6188 -18.6188 -18.6188 -18.6188
 6.7 -18.6361 -18.6361 -18.6361 -18.6361 -18.6361 -18.6361 -18.6361 -18.6361 -18.6361 -18.6361 -18.6361 -18.6361 -18.6361
 6.8 -18.6541 -18.6541 -18.6541 -18.6541 -18.6541 -18.6541 -18.6541 -18.6541 -18.6541 -18.6541 -18.6541 -18.6541 -18.6541
 6.9 -18.6727 -18.6727 -18.6727 -18.6727 -18.6727 -18.6727 -18.6727 -18.6727 -18.6727 -18.6727 -18.6727 -18.6727 -18.6727
 7.0 -18.6919 -18.6919 -18.6919 -18.6919 -18.6919 -18.6919 -18.6919 -18.6919 -18.6919 -18.6919 -18.6919 -18.6919 -18.6919
 7.1 -18.7114 -18.7114 -18.7114 -18.7114 -18.7114 -18.7114 -18.7114 -18.7114 -18.7114 -18.7114 -18.7114 -18.7114 -18.7114
 7.2 -18.7313 -18.7313 -18.7313 -18.7313 -18.7313 -18.7313 -18.7313 -18.7313 -18.7313 -18.7313 -18.7313 -18.7313 -18.7313
